-4.570997542791671364e+00;-1.081342192657814394e+00;1.027921915125437069e-01;3.761311323077576318e-02;2.503070623154815433e+00;3.059727919413853581e+00;1.484626701448945596e+00;-3.136726675459487801e+00;1.109233106035689786e+01;-2.116237029303702499e-02;3.140741005376617156e+00;-1.937345593165386570e-01;-2.828390536453552873e+00;-5.249485514409522047e+00;-6.124823634094230584e+00;-4.481120669729743433e-02;1.738244547765522174e+00;-7.410173368892381873e+00;-1.292356550583859010e+00;-1.434715554501351686e+00;-4.777361157471344377e+00;-2.850623815449232268e+00;-5.820031740889430871e-01;-7.543694901585804580e-01;1.301716430911428635e+00
-1.795905367874526704e+00;2.107328921543612843e+00;3.817948221750165239e+00;-1.312696780613765934e+00;5.879289538562392003e+00;6.900426206190353184e+00;-2.927443732859473791e+00;-1.427891372751079757e+01;2.164205011101497789e+01;-9.699620054981002326e+00;2.468321818299225701e+00;-1.189555659609871974e+00;3.708352667380165890e+00;-4.331928815862909232e+00;-8.490383192926271860e+00;5.515705063099717975e+00;6.107063975780766540e+00;-2.662261301291199089e+00;-3.047073822349899430e-02;-2.203632021944641473e-01;-5.260890103241675497e+00;-1.353015922245613822e+01;-4.207523452961689614e+00;5.441761105122384201e+00;-1.402596648629157450e+00
-1.024954923657540373e+00;-7.649052529619284613e-01;4.580062519177817038e+00;-6.206144413517359126e+00;-6.992223947836770925e-01;8.268116826234727768e+00;-1.206416006140429786e+01;-1.613531453651872027e+01;2.821672026667707200e+01;-2.805933691785478246e+00;3.476141953156641318e+00;6.878830004638020412e+00;5.538345038760179584e+00;-7.383352889880879566e+00;-1.725915208701183090e+01;5.135395917017437917e+00;1.197294532124057298e+01;3.433425901487917820e+00;7.095688832703596738e+00;2.040993054396680328e+00;-1.673806839064622132e+00;-1.245376552815131710e+01;-1.174391281037820178e+01;1.157968111788581567e+01;-5.377630658091847593e-01
5.697900024078959014e-01;3.677011847535269773e+00;1.187268965212318506e+00;-7.330524183689957063e+00;-4.678404817233392521e+00;5.174243734355372659e+00;-9.257775049348861529e+00;-2.159549969181921369e+01;2.672821716936429937e+01;-2.550012931561038698e-01;4.829107424519914815e+00;1.382238778836006787e+01;2.556162436090435808e+00;-5.406114866999597091e+00;-2.178091255624954670e+01;-3.032249301800131747e+00;-8.170677479631764939e-01;8.443317207624676968e+00;6.854295520883995074e+00;-4.332302911015816882e+00;-1.437320450185361054e+01;-7.302533815454766319e+00;-1.327909829398842589e+01;1.748169838612813010e+01;4.152146629876851236e+00
3.006070749449705204e-01;5.760643297841971489e+00;3.415203193741511711e-01;-8.347077721590350663e+00;-9.493332698865675212e+00;4.462784291524648950e+00;-4.466017155166980501e+00;-1.524931304900195173e+01;2.215346528985749330e+01;1.044742455808966852e+00;1.391465059681749139e+01;1.449512418356976262e+01;2.026883435700140179e+00;-4.810857789472464674e+00;-1.248434532215314796e+01;4.810835650729039514e-03;-7.575014527356215055e+00;1.636819340723966221e+01;-4.491987045785776900e-01;-3.455296298550365908e+00;-1.461814550928687595e+01;6.245292149535639936e+00;-1.596722277630050257e+01;1.652545649631322888e+01;1.648379229890995390e+00
6.552303392022142958e+00;7.597185627863757063e+00;-6.175266318377623520e-01;-1.658367981784020628e+01;-1.477058738201776045e+01;6.597860117186726825e+00;-3.688705727978442539e+00;-9.543988473116638005e+00;2.421216651717814727e+01;2.770574509770952432e+00;1.742725302091387363e+01;8.680703954376777887e+00;-2.874925729947941377e-02;-1.072765898171627441e+01;-5.214042245502869655e+00;3.375409945890342378e+00;-7.744018832566665012e+00;1.835561574508355065e+01;-6.561668515515432176e+00;-4.656483656792907766e+00;-5.260319063543320794e+00;7.074616470462379958e+00;-1.614324191900724159e+01;1.210567390932052767e+01;-1.153335374297923543e+00
1.773780858369801550e+01;1.126519072868838123e+00;7.480638252549134393e-01;-1.856279155644029544e+01;-1.300971657796155156e+01;-1.245149755854607854e+00;-1.341915705950611581e+01;-6.867927258942260416e+00;1.979112986497352722e+01;-4.037753785695515241e+00;1.346326909374029057e+01;1.486989313167466875e+01;-2.132875774820990333e-01;-1.596216226071667244e+01;-3.216868989456902916e+00;6.683999616072929584e+00;-3.235955468189397166e+00;1.663216257055205105e+01;-6.949398551823912307e+00;-5.719094336404733525e+00;-2.612411969930334976e-01;8.253511385032190617e+00;-1.774332264640380075e+00;9.245236522711858029e+00;-2.033228961949333780e+00
1.396030176566938863e+01;-2.940692244250357135e+00;2.831111269867928826e+00;-1.385549946310645453e+01;-1.467771995419176534e+01;1.256978782025046648e+00;-1.092301945453594669e+01;-4.828823656881494841e+00;9.458901941859831908e+00;5.970080559239412388e-01;1.089346242305131796e+01;1.301277450948581205e+01;-4.442419829161017297e+00;-1.153753685342594437e+01;-6.664365417240026623e+00;9.425261503695162801e+00;-1.604161642294669399e+00;1.179503713438578849e+01;-4.155919466387141270e+00;-6.643583711921701607e+00;-3.646546625485582283e+00;6.800634698828691427e+00;1.072928818681034713e+01;-4.421168609301018293e-01;-1.099357855484922730e+01
8.435604134246730723e+00;-8.386853702220246731e+00;-1.743261319007731736e+00;-6.737886223322973933e+00;-1.005481399729795378e+01;4.054200682390623811e+00;-4.241339709654901924e+00;-1.159191879825165472e+01;8.119311826863562231e+00;4.848807422479909590e+00;3.322732850366706181e+00;3.275347661795693366e+00;-6.666794921954182662e+00;3.198896037968055772e+00;-5.830586084250989565e+00;1.453459182282230167e+01;-3.256354460416642560e+00;9.403506406646844340e+00;3.470703050629490249e+00;-4.937132652739851579e+00;-1.211199866668055014e+00;1.266168249627488862e+01;1.696145996389943278e+01;3.003621420099362727e-01;-1.278592852805509494e+01
2.326684130404886863e-01;-1.435327998047539921e+01;-4.849636582315191902e+00;1.489576205748070148e+00;-7.348191517386702287e+00;1.238255779208867935e+01;-6.718684024862250581e+00;-9.583261645640519077e+00;7.975097926138489335e+00;5.823236788264811281e+00;-1.593779716951265080e+00;1.031943025097316102e+01;-1.090343196027496475e+01;5.834574821891272300e+00;-1.293006767779081301e+00;8.415145431348385330e+00;-8.427434766833615143e+00;3.360791802855221722e+00;5.640192637719279034e+00;-2.713101507663046696e+00;4.373691435847382181e-01;1.628656470108100507e+01;1.570738171362028091e+01;-1.540589753670087880e+00;-8.811495268965826355e+00
-7.126482651124582901e+00;-1.171241587393424055e+01;-3.394313142804235461e+00;1.212406036081725258e+00;-2.143156333831399696e+00;1.234208087710788249e+01;-3.397090826129063323e+00;-1.171008233536391252e+01;2.363585071797452919e+00;5.815957495777141162e+00;7.958589304182650537e-02;2.082884376635709245e+01;-6.893421377529701743e+00;3.734955728257028706e+00;1.252591324851194443e+01;1.077430316072292271e+01;-1.063247357331675147e+01;-1.874121293025496904e+00;4.564426883157365999e+00;-6.992501428443063105e+00;1.004617532978884498e+01;2.152920857831313128e+01;1.229552763204998733e+01;-3.714620606047626339e+00;-4.717519042970360843e+00
-3.245077894857325340e+00;-4.901942041627513014e+00;-6.738859058868524876e-01;-4.448135641131433893e+00;-7.139236954616976938e+00;1.271504010011401498e+01;5.665918673240898151e+00;-7.582981294698029728e+00;4.640015759993898925e+00;9.047959144023764111e+00;-3.101161843153210640e-01;2.524780651375855456e+01;-1.129953229974368867e+00;9.589429241698397277e+00;2.489845555804807731e+01;1.737832362628697425e+01;-1.777512846181373618e+00;-3.942853285475625302e+00;3.727460807932007292e+00;9.705612304036890237e-01;1.575736753118258804e+01;1.431075434781341826e+01;2.897547452114586974e+00;5.210144256006238095e+00;-5.421412667249152939e+00
-5.509643590762340004e+00;3.203674152254982310e+00;6.267598063324518520e+00;-3.559364048277118275e-01;-3.396420779122894640e+00;2.060654382086810799e+01;1.115563058356220516e+01;-1.131704520168179862e+01;-4.219782521311621792e+00;9.472527596621453938e+00;-7.925630258140192730e-02;2.995601573803099882e+01;-4.106584267196346616e+00;9.609719418330342933e+00;2.117426790606976184e+01;2.239958312418284692e+01;1.669346771870829471e+00;-1.453586190089440455e+00;6.333427874022962811e+00;3.159075724141572561e+00;1.920707453127295850e+01;7.215745778327971038e+00;4.596217934513905590e+00;3.912914343802208705e+00;1.478951939705698493e+00
-6.298345961927825698e+00;-1.773980093553536364e+00;1.893730816185532628e+00;7.949093474196274656e+00;6.881245426454796643e+00;2.021946129248676982e+01;1.073649360400895780e+01;-3.703588899071767138e+00;-2.574509731698783721e+00;1.441512963175377315e+01;2.102612490632187470e+00;2.993593743159787124e+01;2.291513266457307019e+00;1.162609418757812918e+01;8.171841157140933731e+00;1.575544539464156557e+01;3.334489810668657128e-01;1.674861985489116023e+00;-1.163562709972498332e+00;3.203447010966339548e+00;2.144625916078179273e+01;5.971772309760945419e+00;8.594398281484632918e+00;4.379502914110389611e+00;2.305198933018459684e+00
-1.622488263825127675e+00;-6.572689973567049648e-01;3.910713767548937625e+00;1.514338713387406798e+01;1.479569155441669359e+01;1.462112410505387849e+01;4.239411381483572328e+00;7.521078792199967111e+00;-2.190316713943611049e+00;1.272537820059367597e+01;6.672296184245472439e+00;2.226185636469860896e+01;7.384496120859683543e+00;8.095246260749558331e+00;1.068764638705278713e+01;1.761947626116098675e+00;-7.414983325386712565e-01;-3.021036846353234218e+00;3.328888093232899248e+00;1.171136217492326992e+01;1.661969448001777394e+01;1.276029006204523952e+01;1.514209305903220226e+00;6.495738481349644822e+00;4.135775281226475641e+00
2.937673959082092168e+00;6.268968938164451998e-01;9.179453643513753036e-01;6.146236748869393196e+00;1.148706011040801300e+01;1.438236589829983281e+01;-2.367970126133602804e+00;1.153985300029547290e+01;7.988942635350412935e+00;-1.008780015453270451e+00;8.212987633805088450e+00;1.491291551358210654e+01;-1.789594991588936423e-01;7.552469999590563532e+00;9.745195019983174944e-01;-1.005816363276556658e+00;7.507774688729427659e+00;-1.211132868116041728e+01;-4.234839555245049070e+00;1.264496025554945291e+01;1.092258110759446410e+01;6.998465801405344244e+00;8.708049890613045463e+00;4.761585066871487193e+00;9.371429876938623948e+00
1.390113064338978077e+00;2.874910789007082634e+00;4.383534792013747072e+00;-2.919254719094737105e+00;9.105460470782789528e+00;9.885656878263509029e+00;-9.889746742291425363e+00;8.801796964629200914e+00;-2.905001309731177095e+00;-8.658049666841272085e-01;6.860983259444443760e+00;6.281020277881502523e+00;-4.305244963639928812e+00;1.315614974084030386e+01;-9.614920947494233872e+00;-2.179822158988780956e+00;9.406795462435047384e+00;-1.419748066591655089e+01;-8.691779100035278205e+00;3.827781750321118004e+00;7.697620986748579419e+00;1.687607234329932382e+01;1.546590774513963495e+01;-1.053990023342078253e+00;1.202157124457136739e+01
4.260413324718975936e+00;1.181716583793581776e+01;1.996278423487032327e-01;-1.455855335594224087e+01;2.641352824137978228e+00;4.953367750576903816e+00;-1.745082391401091115e+01;1.949330411175159838e+01;-1.397167844845382589e+00;6.782610902345815873e+00;-2.205108935072761511e-01;6.420201997110060788e+00;-4.726538913162471545e+00;1.593989021801797534e+01;-1.190525466538712251e+01;-4.740974834882064393e+00;8.245158926077149175e+00;-1.300266304965912312e+01;-3.457025665988926022e+00;-2.106634031880467717e+00;1.128244120365918590e+00;2.377360860931536379e+01;7.167757738792922773e+00;5.418520100300482589e+00;1.177745145424083972e+01
2.601733088191748422e+00;1.342065726974438178e+01;-4.143703936329249160e+00;-4.790782967310891038e+00;-5.959712113601244532e+00;-2.064616023565358560e+00;-1.550305669074967874e+01;1.281697097702050492e+01;-1.239086790191990417e+00;5.582081987373618048e+00;-1.675954191884869715e-01;3.668371272694451513e+00;2.070632489615326310e+00;1.550470099167513283e+01;-1.284785713790186357e+01;-5.516023262100373081e+00;3.386991454364156162e+00;-3.190487907753713159e+00;6.658700487933213452e+00;-2.222693202845558602e+00;6.832425956796427613e+00;2.584276914699143646e+01;2.139675082384031590e+00;1.128577123251777969e+01;8.872653148949037671e+00
-9.016407082751003443e-01;8.882978706214057496e+00;-4.753409277925737975e+00;2.264717401591058277e+00;-9.370451697049245965e+00;-1.228507780161756280e+01;-9.536351637718365026e+00;7.889174252538779797e-01;3.633967146603289677e-02;1.438378543719405656e+01;4.324712084646505694e+00;5.689716418901250350e+00;1.675254822350950024e+00;2.416001172982338119e+01;-2.098116149856137014e+01;-9.051326735048331074e+00;3.165320831205844954e+00;1.597067142024094721e+00;5.901543267409985916e+00;3.212566104654101196e+00;6.447536547545995589e+00;1.907694027184885854e+01;-2.345737035952992322e+00;1.814574419601314048e+01;9.908410226201498361e+00
6.310526573891539037e+00;5.768707719715514770e+00;-7.489682010961278280e-01;4.403005864345278297e+00;-3.637828050704159821e+00;-1.191590638253109979e+01;-8.858412738076943072e+00;-6.645360041726593892e+00;-3.422412413343421278e+00;1.037925896647906043e+01;6.806066170493808798e+00;7.234732986612350203e+00;2.526199630727738565e+00;1.944136943472574686e+01;-1.619465738936503740e+01;-1.127118369412571042e+01;5.428258661727932477e+00;-4.108390552891849623e+00;2.641881481571241252e+00;1.340476105057167366e+01;8.155040769801670919e+00;1.259045194986654792e+01;-2.853207315667818378e-01;2.485347920838854208e+01;1.105728100855495022e+01
1.268699235513627954e+01;-3.039512642285478794e+00;-9.438840295515160683e-01;-1.281343525046837684e+00;8.381727481382920786e+00;-1.377927250267150328e+01;-7.520008187550830669e+00;-1.096278410527349934e+01;-6.178608512617804749e-01;8.344747258488686370e+00;8.693499853755412232e+00;5.701430574805819163e+00;4.538585226225249514e+00;1.370881972788049730e+01;-1.106425408084833784e+01;-1.530394664042283637e+01;6.960549171832717263e+00;6.723690581123102028e+00;4.597327412133467739e+00;1.984898624626886487e+01;1.061221552031114967e+01;9.960275570991045768e+00;5.052533689272254769e+00;2.703286938461780409e+01;1.036535636048628994e+01
1.833991304042732651e+01;-9.812567235897073914e+00;1.751774553934445366e+00;9.764353233198516335e+00;8.202741649783439115e+00;-1.691465615616437290e+01;-4.765110195339200772e+00;2.155700941353364541e+00;-1.521991573863076042e+00;1.116199641031754020e+01;2.994845103765308991e+00;8.041205728544118969e+00;9.961213447615257621e+00;1.380607750920646382e+01;-8.961291921311484998e+00;-1.469030536459034764e+01;1.027369495324272108e+01;4.135046403444559537e+00;4.266224679171734202e+00;2.193378733149895510e+01;7.993800661566938359e+00;4.195588884669325225e+00;2.445734926339844684e+00;2.574793325672335698e+01;1.131055767014332325e+01
